Name,Market Cap (Millions),Shares Outstanding (Millions),Float Shares,Regular Market Price,Regular Market Change,Regular Market Change (%),Enterprise to Revenue,Enterprise to EBITDA,Book Value,Beta,P/E Ratio,P/B Ratio,Payout Ratio,Total Revenue,Gross Profits,EBITDA,Operating Margins,Profit Margins,Price to Sales (TTM),Forward EPS,Trailing EPS,Operating Cash Flow,Free Cash Flow,Total Cash,Total Debt,Total Cash Per Share,Debt to Equity Ratio,Quick Ratio,Current Ratio,50 Day Average,200 Day Average,52 Week Change,52 Week High,52 Week Low,Revenue Growth,ICB Industry,Valuation Label
herald ord,0.00037267520434818496,0.0007004692509566176,,0.10400934473887603,0.41197363654196956,0.416781390393634,,,0.00018634316326335303,,0.027938592628334997,0.5075908837363445,,,,,,,,,,,,,,,,,,0.11233796777836019,0.14538304652125852,,0.13448365723041053,0.17975078547459766,,Unknown,1
3i infrastructure ord,0.0011308244789693949,0.01285824251042555,,0.017164472359145568,0.4285377594562803,0.43257291128010084,,,4.1347847912091474e-05,,0.032935638335317326,0.5081446871429104,,,,,,,,,,,,,,,,,,0.017454398076928848,0.021657315827556676,,0.018837277694691467,0.031634855836022824,,Unknown,1
nostrum oil & gas plc,3.1374540726988004e-06,0.002357198153099251,0.0018963664864200943,0.0002645754980447299,0.4214151871947025,0.5540650164764732,0.13117361446178202,0.8856454711734247,1.1889135628281817e-05,0.254850353436607,,0.5011460780952456,0.0,5.043885704129487e-07,2.4588997352672447e-06,1.0074579321471634e-05,0.9230826327956054,0.10239864745931973,0.13226867080261334,0.2411602923523423,0.006640584783280144,0.0003804264933942869,0.001808628125285493,1.3352555724878416e-06,2.9558487822896496e-05,2.294326044044667e-05,,0.006438486725635318,0.007832331204277081,0.0001910391717944296,0.00024842691200952443,0.003052506818710253,0.00032862410112412466,0.0002564815012717208,0.002945091980033447,Energy,2
empyrean energy plc,1.2119463080538095e-06,0.05206992048190734,0.02119786778116683,4.654088513771917e-06,0.42021594410176427,0.2225542082497141,,,1.5607491952880056e-05,0.32967363513310277,,0.500500948449015,0.0,,,,0.9230634188061807,0.11000015679957365,,0.24192004376168116,0.014516627200658914,0.0003799638878111776,0.001817466037530205,5.556272058585548e-09,4.435550124963893e-07,0.0,,5.7763462898206876e-05,5.3484916718636173e-05,6.4947790516678435e-06,1.2107959266970324e-05,0.0008570762894404898,2.7734199617163394e-05,8.549383375724027e-08,,Energy,2
pagegroup plc,0.0003089166080987642,0.0043680663706955345,0.005209215233271149,0.013825897603207833,0.42830111493111334,0.43540658259736653,0.1310706740430874,0.8866695839222809,2.1411420828544465e-05,0.273274176567905,0.10319695383497521,0.5245318597320965,0.03074,5.828468775703697e-06,9.260752669457921e-06,1.0293971919596058e-05,0.9230650287974371,0.11065255787399686,0.13228259877252363,0.26805549224293806,0.014688218538728167,0.0003817082156107722,0.0018306392634639286,8.463950990301354e-07,7.076497569323664e-06,7.888356960423237e-06,0.010642637259565841,0.0016462586925988958,0.0017008203516526302,0.01663050180460455,0.023146848113897875,0.002150720821235702,0.025660100115227753,0.025541282834975528,0.0021916371605953306,Industrials,-2
doric nimrod air three ord,4.91227713479681e-05,0.0030669629785029687,,0.003134072639137212,0.4221487388195128,0.43603821289316097,,,1.9140616504850706e-05,,0.010515841410022625,0.5103066269905588,,,,,,,,,,,,,,,,,,0.0034578556407523506,0.004046276159467236,,0.003452646208944227,0.005343364609827516,,Unknown,1
inspecs group plc,1.5147620209837727e-05,0.0014173829997743356,0.0012521672264833679,0.0020963366867421227,0.42025569799912493,0.4189943890406047,0.13106708264433126,0.8852156842441956,2.2303277511566183e-05,0.35494059257031135,,0.5047981297680457,0.0,7.077382263781572e-07,2.7946305219652355e-06,9.56832813629998e-06,0.9230634762656307,0.109073396428865,0.1322734874230375,0.24217835924085637,0.014447990665431211,0.00038007206424035296,0.0018187709516242498,2.126901289086747e-07,3.2315781392129637e-06,6.083830858365634e-06,0.012924194494890393,0.0008643125559583548,0.0015136231431374036,0.0025243488869515582,0.0032806141418453656,0.0026965452888426675,0.004080590351219625,0.003954089811272362,0.0026320009570912567,Consumer Discretionary,-1
electric guitar plc,3.286077790317489e-09,0.003584805736682384,0.003923938768387543,3.0450736784926614e-06,0.42025569799912493,0.4189943890406047,0.13118844850012254,,1.560063151685681e-05,0.2003308768235825,,0.5010904701297223,0.0,4.898066431806953e-08,1.8898186865794632e-06,,0.9216679467730808,0.11000015679957365,0.13235784578545856,,0.014499468066851987,0.00037995005422639854,,2.0349432306640284e-10,3.983407506673895e-09,0.0,,4.278775029496806e-05,3.850914003741805e-05,2.8209000996668496e-06,2.1301669345616536e-05,0.0001060639591252909,0.00010884365132773558,2.564815012717208e-07,,Financials,2
southern energy corp.,3.359795680567063e-06,0.003800915100740352,0.00232765374067215,0.0001754769566774747,0.4190015567909236,0.24729299551004338,0.131116308229456,0.8874454698968298,1.6396442095553112e-05,0.24748082418408784,,0.5040203015598568,0.0,9.539923996466659e-08,1.9421680892842282e-06,9.433665914507636e-06,0.9230293166225931,0.11000015679957365,0.13228853395664433,,0.014104807989292704,0.00038002255071902235,0.0018187066362629592,2.9186610917544036e-08,1.084780155940843e-06,5.155788863021724e-07,0.02319549146315632,0.00017436008245199483,0.0002267760468870174,0.0002562160977899734,0.0004505525893962499,0.0012961357543544209,0.0007315549257508381,0.0,0.0016850915218514623,Energy,-1
image scan holdings plc,9.286184456472828e-07,0.0019078601952669436,0.0012089079348782425,9.557652943372147e-05,0.4200794084880718,0.3697074385388315,0.1310766857323096,0.8856634380637555,1.573097980129845e-05,0.2166491201684464,,0.5119845310688751,0.0,5.8299530733085524e-08,1.9028430587546398e-06,9.417301756999333e-06,0.9230735457525829,0.11288571558595899,0.13229756812152746,0.24237589460728448,0.014533786334465839,0.0003799743026893349,0.001817546716677719,8.09034627849132e-09,8.05248414102379e-09,1.8045261020576034e-07,0.0018448545165131024,0.002237799340426829,0.002715964070972345,0.00011622313310622945,0.00016632886357965834,0.005519505351425726,0.00019256953696445526,0.0001282407506358604,0.0030469101988764356,Technology,-2
jd sports fashion plc,0.0015263790412375904,0.07214082213501208,0.04392270046419332,0.004135749887731907,0.4235022698764151,0.4412355933853873,0.13107781780365665,0.8849636749666607,1.883875731982797e-05,0.3062114603699805,0.03968220126139966,0.5140787080872949,0.0022583333333333335,3.591234129737878e-05,4.701823359427084e-05,2.6119129426250145e-05,0.9230680364053162,0.11126468235397219,0.1322793318093995,0.2648949263800884,0.014653900271114316,0.0003959054474137059,0.001816189186731549,8.40022112039726e-06,0.00019556979542995005,4.717546809664877e-06,0.027208131739606706,0.000589401260313185,0.0015157625398061491,0.004140194658104499,0.00706086537843677,0.0025103868848801074,0.008481432214999701,0.006523179515677432,0.0026778191555706017,Consumer Discretionary,0
fragrant prosperity holdings limited,5.931450778571728e-07,0.001040840802310877,0.0010795792026335573,9.79088147812761e-05,0.42148617570133085,0.8996056177445908,,,1.5559468900717348e-05,0.20567002556775457,,0.4905288117460515,0.0,,,,0.9230634188061807,0.11000015679957365,,,0.014533786334465839,0.00037997184102497855,0.0018175470994808846,6.827765378195533e-10,2.8531854656179566e-08,2.577894431510862e-08,,9.841182567842651e-05,0.0001048304367685269,2.1597891624961285e-05,2.8233274046335018e-05,0.9999999999999999,0.00011930938703232552,4.541859918353389e-07,,Financials,2
macfarlane group plc,6.0438942227566734e-05,0.002220341789028036,0.002654815270308411,0.0052934019946259845,0.4240417796872268,0.4392274985894449,0.13108082364826776,0.8851475991860999,2.0951771614987118e-05,0.22845540682809445,0.0355513610644498,0.5112652183844414,0.006176666833333333,9.476384125622561e-07,2.811435869992618e-06,9.826187947620694e-06,0.9230687033850354,0.11229033978882337,0.13228674932150794,0.26121772955888833,0.014705377672535092,0.0003803217411367112,0.0018202082702692799,1.1476003939251016e-07,2.9861071181848127e-06,2.088094489523798e-06,0.009559255023562134,0.0009359820377024263,0.0012515470512160865,0.005632659786791438,0.007294165576063225,0.0026240842364340313,0.007717433508564636,0.009960031632718492,0.002576000936727613,Industrials,0
mj gleeson plc,0.00011341499881979953,0.0008138074737531136,0.0008872772438872435,0.02725357189632005,0.40605787835828716,0.4046561775690918,,,5.056827392733139e-05,0.2534967664310423,0.06538070804896899,0.50921203774155,0.0064950005,1.2178373584693672e-06,2.5763534586486248e-06,9.792387514145972e-06,0.923065242298727,0.11187242027415617,0.13229567251742247,0.30713710473932926,0.01501424208105975,0.0003801045527804902,0.0018176672889507188,,1.1733463072580598e-06,,0.0015537874565007936,0.00012408447585540738,0.005372025035219818,0.026027700308997134,0.03538154027851315,0.0039565236209108574,0.03422190918043871,0.046594139397695945,0.0026523646008598544,Consumer Discretionary,-1
crism therapeutics corporation,1.464172496422619e-06,0.0004555583163823441,0.0005721322832754652,0.0006514623290240265,0.42601007429955645,0.7246675552783824,0.1292812205759042,,1.6074001602460646e-05,0.20085727177019103,4.07948596559787e-05,0.5161059005319165,0.0,4.868818009517819e-08,1.8896262255401074e-06,,0.9263888834621632,0.11000015679957365,0.12784750451989982,,0.02863859432375854,0.0003799383322871549,0.0018171586780612882,1.652813487964967e-08,0.0,1.4693998259611914e-06,,0.007013981967102638,0.007009733185144457,0.00044329199692904654,0.0006929779274304145,0.0026215890849783925,0.0016159095927886897,0.0005343364609827516,,Health Care,1
frontier developments plc,2.8450688812864135e-05,0.000538342617542545,0.00030152642855086145,0.01019906286049368,0.4320872143664897,0.452142679360538,0.13108070653743875,0.8851350696441587,3.0261383298529198e-05,0.18972777861332532,0.016700220219392364,0.5084282494988704,0.0,3.442135741677242e-07,2.42549899670996e-06,9.550254480730894e-06,0.9230688301343857,0.11718972829760312,0.13229550092826578,0.243773837200468,0.015237310820549781,0.00038052778039020387,0.0018178550478418814,2.4181527608983276e-07,1.0558616520936909e-06,1.8174155742151576e-05,0.005055783768017306,0.0032497296349028237,0.0032454647464868437,0.011089168699850306,0.015072841559044935,0.0034252471541149207,0.017597611300482784,0.018765896509714237,0.0025250918273061187,Consumer Discretionary,1
samuel heath & sons plc,2.8823342967773973e-06,3.533029825308929e-05,8.907994318698134e-06,0.016247281492129704,0.42025569799912493,0.4189943890406047,0.13106704360738827,0.8846078832568204,4.971757986044913e-05,0.1827342457512408,0.03637296989210872,0.506334744274362,0.0071849999999999995,9.857003483555687e-08,1.951065038239901e-06,9.432897109755816e-06,0.9230670088951511,0.11204509121867039,0.13228425901437318,,0.015048560348673601,0.0003799961709010188,0.0018176753902966359,1.719390325471424e-08,2.431430556021728e-09,1.9695113456742984e-05,7.108163991879535e-05,0.0024570865606885406,0.005553873752063181,0.011605164172449186,0.015964509516963894,4.071318925238758e-05,0.02250028519129795,0.0,0.0024614554405292506,Unknown,1
nexus infrastructure plc,5.180005790435181e-06,0.00012594497411963252,4.881279762188437e-05,0.0081235909557035,0.41433993981544254,0.3990422743190649,0.13106017310542004,0.882588499346218,3.841158129414305e-05,0.238682508647917,,0.5051969018828915,9.333333333333333e-05,2.372873249104799e-07,1.9566639048393412e-06,9.373753095076387e-06,0.9230588485265923,0.1080565120338409,0.13227489636610112,0.23523423135949914,0.014001853186451151,0.00037997043482727606,0.0018174708458829976,1.1363267161073415e-07,5.778010187278017e-07,3.652876409450891e-05,0.007603897153037341,0.0025490802238227217,0.0025886699691819908,0.008925711166466574,0.009233481974897982,0.00820503968135716,0.010150717059881801,0.006946373992775771,0.0020872734862812676,Industrials,-1
personal group holdings plc,2.8842452382948192e-05,0.0004345551962759234,0.0003424421648213563,0.012997805277559225,0.42025569799912493,0.4189943890406047,0.13109546250189327,0.8850700578699353,2.3311761606983047e-05,0.20198526094149497,0.05135520584582144,0.5178798630282031,0.012036667333333334,1.9428882046110098e-07,2.0562799891640676e-06,9.519596705276768e-06,0.9230727266737562,0.1159176259581104,0.13232611925893864,0.2709425475984258,0.014825491609183571,0.00038013016558405537,0.001818321982610328,2.5718121018632303e-07,4.9870192680956293e-08,2.3948639268735907e-05,0.0005600743007394737,0.0026581889870748907,0.002804749032725281,0.012444813508945485,0.012809182683223128,0.005763608328824172,0.013669297403764945,0.01636405411759677,,Financials,0
